機種,台松料號,材料代號,中文名稱,同行價,修理價,顧客自購價,維修工時
FV-40BF1W,FFV5530043S,E7425-0020,有線遙控器,1200,2070,1450,F.40
FV-40BD1W,FFV5540011S,E7425-0030,有線遙控器,1500,2370,1800,F.40
FV-40BD1R,FFV5540013S,E7425-0040,有線遙控器,1500,2370,1800,F.40
FV-40BE1R,FFV4700027S,E7425-0050,無線遙控器,1100,1690,1300,C.20
FV-40BE1W,FFV4700028S,E7425-0060,無線遙控器,1100,1690,1300,C.20
FV-30BU1R,FFV4700040S,E7425-0070,無線遙控器,800,1390,1000,C.20
FV-30BU1W,FFV4700041S,E7425-0080,無線遙控器,800,1390,1000,C.20
FV-40BF3R,FFV4700038S,E7425-0090,無線遙控器,900,1490,1100,C.20
FV-40BF3W,FFV4700036S,E7425-0100,無線遙控器,900,1490,1100,C.20
FV-30BE1W,FFV4700045S,E7425-0110,無線遙控器,1000,1590,1200,C.20
FV-30BE1R,FFV4700043S,E7425-0120,無線遙控器,1000,1590,1200,C.20
FV-47UD1W,FFV6710037S,E7425-0130,無線遙控器,1200,1790,1450,C.20
FV-40BE2W,FFV4700048S,E7425-0140,無線遙控器,1000,1590,1200,C.20
FV-30BU2W,FFV5270024S,E7425-0150,無線遙控器,800,1390,1000,C.20
FV-30BU2R,FFV5270023S,E7425-0160,無線遙控器,800,1390,1000,C.20
FY-35LD2TL,FY-EB80SRST,E7425-0170,有線液晶遙控器(限維修用),3100,3690,3550,C.20
FY-E50DZ1AW,FY-EB90SRSW,E7425-0180,有線液晶遙控器(限維修用)屬商品,2700,3290,3100,C.20
FV-30BU3R,FFV4700077S,E7425-0190,無線遙控器,1200,1790,1450,C.20
FV-30BU3W,FFV4700078S,E7425-0200,無線遙控器,1200,1790,1450,C.20
FV-30BUY3R,FFV5580025S,E7425-0210,有線遙控器,1200,1790,1450,C.20
FV-30BUY3W,FFV5580026S,E7425-0220,有線遙控器,1200,1790,1450,C.20
FY-E50DZ1AW,SP-CZCRT1,E7425-0230,轉換器含面板(遠雄專用)(黑色),5100,6720,5850,F.40
FY-E50DZ1AW,CZ-T003,E7425-0240,轉換器(一般用戶)屬商品,1275,2370,1500,F.40
FV-40BE3W,FFV4700101S,E7425-0250,無線遙控器,1300,2140,1550,C.20
FV-40BU1W,FFV4700090S,E7425-0260,無線遙控器,1200,1790,1450,C.20
FV-40BUY1R,FFV5580029S,E7425-0270,有線控制器,1200,2070,1450,F.40
FV-40BD2W,FFV4700092S,E7425-0280,無線遙控器,1200,1790,1450,C.20
FV-40BU1R,FFV4700089S,E7425-0290,無線遙控器(紅外線),1200,1790,1450,C.20
FV-40BUY1W,FFV5580030S,E7425-0300,有線控制器,1200,2070,1450,F.40
FY-25ZY1W,ERV15ZY1W001,E7425-0310,液晶控制器,4600,5190,4700,C.20
FY-E15PMAW,SP-CZCRT1-W,E7425-0320,轉換器含面板(遠雄專用)(白色),5100,6720,5850,F.40
FV-30BY1WW,FFV4700106S,E7425-0330,無線遙控器,800,1520,1000,B.15
FV-40BE4W,FFV4700128S,E7425-0340,無線遙控器組合,800,1590,1000,C.20
FV-40BEN4W,FFV4700127S,E7425-0350,無線遙控器組合,800,1590,1000,C.20
FV-30BD1W,FFV5270033S,E7425-0360,遙控器,470,1060,600,C.20
FV-30BD1R,FFV5270032S,E7425-0370,遙控器,470,1060,600,C.20
FV-30BDY1R,FFV5580034S,E7425-0380,有線遙控器,550,1140,650,C.20
FV-30BDY1W,FFV5580035S,E7425-0390,有線遙控器,550,1140,650,C.20
FV-30BU1W,FFV3402138S,E7426-0010,遙控接收器盒蓋,120,710,200,C.20
FV-24CH6R-T,FFV5820009S,E7428-0010,接電頭,30,760,50,E.30
FV-40BEN4W,FFV5830017S,E7428-0020,接線柱/端子台,90,1100,150,G.50
FV-24JA2W,FFV5820028S,E7428-0030,端子台(接線盒上),250,980,350,E.30
FV-24JR2W,FFV5830018S,E7428-0040,端子台(接線盒上),50,780,90,E.30
FY-800ZDY3W,ERVZDY3W0006,E7428-0050,端子台,600,2180,750,K.90
FV-30BU1W,FFV5820030S,E7428-0060,接線端子,90,1100,150,G.50
FV-40BE2W,FFV5830021S,E7430-0010,接線柱蓋,30,1040,50,G.50
FV-40BD1W,FFV5270002S,E7431-0010,繼電器(220V),1000,2010,1200,G.50
FV-40BD1R,FFV5270006S,E7431-0020,繼電器(110V),1100,2110,1300,G.50
FV-27BG1R,FFV5270009S,E7431-0030,繼電器,900,1910,1100,G.50
FV-27BG1W,FFV5270011S,E7431-0040,繼電器,1000,2010,1200,G.50
FY-35LD2TL,35LD1C530,E7431-0050,繼電器,1300,2880,1550,K.90
FY-800ZDY3W,ERVZDY3NH0038,E7431-0060,繼電器(1台有4個),500,2080,650,K.90
FV-40BF3W,FFV5850007S,E7432-0010,溫度控制器,200,1210,300,G.50
FV-40BF1W,FFV5850002S,E7432-0020,電熱調節器,200,1210,300,G.50
FV-40BD1W,FFV5850023S,E7432-0030,電熱調節器,200,1210,300,G.50
FV-30BU1W,FFV5850026S,E7432-0040,熱敏電阻,150,1160,250,G.50
FV-40BF3W,FFV5850016S,E7432-0050,熱敏電阻,200,1210,300,G.50
FV-27BG1W,FFV5850029S,E7432-0060,溫控器,250,1260,350,G.50
FV-47UD1W,FFV5820035S,E7432-0070,溫度檢測傳感器組合,500,2080,650,K.90
FV-40BE2W,FFV5850031S,E7432-0080,溫度控制器,250,1260,350,G.50
FV-30BU2W,FFV2200025S,E7432-0090,熱敏電組,120,1130,200,G.50
FV-40BE3W,FFV5850035S,E7432-0100,熱敏電組,200,790,300,C.20
FV-40BUY1W,FFV5850033S,E7432-0110,熱敏電組,150,740,250,C.20
FV-40BD2W,FFV5850034S,E7432-0120,熱敏電組,200,790,300,C.20
FV-30BY1WW,FFV5820045S,E7432-0130,熱敏電組,90,820,150,E.30
FV-40BE4W,FFV5850036S,E7432-0140,熱敏電組,250,1260,350,G.50
FV-30BDY1W,FFV5850038S,E7432-0150,熱敏電組引線組合,120,1560,200,J.80
FV-47UD1W,FFV2520035S,E7435-0010,入水閥,900,2480,1100,K.90
FY-E35DZ1AW,ERVDZ1AW0008,E7435-0020,風閥組件,900,2480,1100,K.90
FY-E50DZ1AW,ERVDZ1AW0009,E7435-0030,風閥組件,900,2480,1100,K.90
FY-800ZDY3W,ERVZDY3W0009,E7435-0040,風閥組件,1500,3080,1800,K.90
FY-01KZDY3W,01KZDY8AFG0400,E7435-0050,風閥組件,900,2480,1100,K.90
FV-30BU3R,FFV1940008S,E7435-0060,開關簾組合,120,1130,200,G.50
FV-40BUY1W,FFV1940009S,E7435-0070,開關簾,50,640,90,C.20
FY-2KZY1W,ERV1KZY1C005,E7435-0080,新風風閥,900,2060,1100,H.60
FY-2KZY1W,ERV1KZY1C006,E7435-0090,回風風閥,900,2060,1100,H.60
FY-1HZY1W,ERV80ZY1C008,E7435-0100,新風風閥,800,1960,1000,H.60
FY-1HZY1W,ERV80ZY1C009,E7435-0110,回風風閥,800,1960,1000,H.60
FY-65ZY1W,ERV65ZY1C005,E7435-0120,新風風閥,800,1960,1000,H.60
FY-65ZY1W,ERV65ZY1C006,E7435-0130,回風風閥,800,1960,1000,H.60
FY-50ZY1W,ERV50ZY1C005,E7435-0140,新風風閥,800,1960,1000,H.60
FY-50ZY1W,ERV50ZY1C006,E7435-0150,回風風閥,800,1960,1000,H.60
FY-35ZY1W,ERV35ZY1C008,E7435-0160,新風風閥,800,1960,1000,H.60
FY-35ZY1W,ERV35ZY1C009,E7435-0170,回風風閥,700,1860,850,H.60
FY-25ZY1W,ERV25ZY1C005,E7435-0180,新風風閥,700,1860,850,H.60
FY-25ZY1W,ERV25ZY1C006,E7435-0190,回風風閥,700,1860,850,H.60
FY-15ZY1W,ERV15ZY1C009,E7435-0200,新風風閥,700,1860,850,H.60
FY-15ZY1W,ERV15ZY1C010,E7435-0210,回風風閥,700,1860,850,H.60
FV-30BY1WW,FFV1940010S,E7435-0220,導風板,90,680,150,C.20
FV-30BDY1W,FFV1940012S,E7435-0230,開關簾,90,1100,150,G.50
FV-47UD1W,FFV1010003S,E7436-0010,排水閥,1100,2680,1300,K.90
FV-40BF1R,FFV4700004S,E7450-0010,PCB(110V),2500,3510,2900,G.50
FV-40BF1W,FFV4700007S,E7450-0020,PCB(220V),1900,2910,2200,G.50
FV-40BD1W,FFV4700015S,E7450-0030,PCB(220V),2100,3110,2400,G.50
FV-40BD1R,FFV4700016S,E7450-0040,PCB(110V),2400,3410,2750,G.50
FV-40BF2W,FFV4700018S,E7450-0050,PCB(220V),2200,3360,2500,H.60
FV-40BF2W,FFV5530056S,E7450-0060,有線遙控器,900,1770,1100,F.40
FV-40BF2R,FFV4700019S,E7450-0070,PCB(110V),2700,3860,3100,H.60
FV-40BF2R,FFV5530057S,E7450-0080,有線遙控器,900,1770,1100,F.40
FV-40BF2W,FFV5530044S,E7450-0090,遙控器PCB(改E7450-0080),1200,2360,1450,H.60
FV-40BE1R,FFV4700026S,E7450-0100,PCB,2300,3460,2600,H.60
FV-40BE1W,FFV4700022S,E7450-0110,接收器PCB,700,1860,850,H.60
FV-40BE1W,FFV4700021S,E7450-0120,PCB,2300,3460,2600,H.60
FV-24JR1W,FFV3740007S,E7450-0130,PCB,2100,2830,2400,E.30
FV-24JR1R,FFV3740008S,E7450-0140,PCB,2100,2830,2400,E.30
FV-24JR1W,FFV5540018S,E7450-0150,控制PCB,800,1530,1000,E.30
FV-24JA1W,FFV3740010S,E7450-0160,PCB,1800,2530,2100,E.30
FV-24JA1R,FFV3740011S,E7450-0170,PCB,2100,2830,2400,E.30
FV-24JR1R,FFV5500024S,E7450-0180,感知PCB,1000,1730,1200,E.30
FV-30BU1R,FFV4700039S,E7450-0190,主基板(PCB)110V,2400,3560,2750,H.60
FV-30BU2W,FFV3402127S,E7450-0200,遙控接收器PCB(2017/8設變前),500,1660,650,H.60
FV-40BF3R,FFV4700037S,E7450-0210,PCB(主基板),2500,3660,2900,H.60
FV-40BF3W,FFV4700033S,E7450-0220,遙控接收PCB,900,2060,1100,H.60
FV-40BF3W,FFV4700032S,E7450-0230,PCB( 主基板),3300,4460,3800,H.60
FV-30BU1W,FFV4700029S,E7450-0240,PCB( 主基板)220V,2000,3160,2300,H.60
FV-30BE1W,FFV4700044S,E7450-0250,PCB( 主基板)220V,2300,3460,2600,H.60
FV-30BE1W,FFV3402142S,E7450-0260,接收器PCB,900,2060,1100,H.60
FV-30BE1R,FFV4700042S,E7450-0270,PCB( 主基板)110V,2300,3460,2600,H.60
FV-47UD1W,FFV4620098S,E7450-0280,電路板,7300,8880,8400,K.90
FV-47UD1W,FFV2220071S,E7450-0290,接收電路板,2300,3880,2600,K.90
FV-40BE2W,FFV4700047S,E7450-0300,PCB(組立品)220V,3300,4460,3800,H.60
FV-40BE2W,FFV3402244S,E7450-0310,遙控接收PCB,900,2060,1100,H.60
FV-40BD1W,FFV5540008S,E7450-0320,功能控制電路板(改E7425-0040),1800,2960,2100,H.60
FV-24JR2W,FFV3740026S,E7450-0330,主PCB,2300,3030,2600,E.30
FV-24JR2W,FFV5580009S,E7450-0340,開關PCB,600,1330,750,E.30
FV-30BU2W,FFV4700060S,E7450-0350,主PCB,3100,4260,3550,H.60
FV-30BU2R,FFV4700059S,E7450-0360,主PCB,3100,4260,3550,H.60
FV-30BU3W,FFV3402196S,E7450-0370,遙控接收電路板,800,1810,1000,G.50
FV-30BU3R,FFV3740043S,E7450-0380,主電路板組合,3100,4110,3550,G.50
FV-30BU3W,FFV3740042S,E7450-0390,主電路板組合,3100,4110,3550,G.50
FV-30BUY3W,FFV3402197S,E7450-0400,接收盒無機板,400,1410,500,G.50
FV-30BUY3R,FFV3740044S,E7450-0410,主電路板組合,3100,4110,3550,G.50
FV-30BUY3W,FFV3740045S,E7450-0420,主電路板組合,3100,4110,3550,G.50
FV-30BUY3W,FFV4690031S,E7450-0430,電路板底座組合(不含機板),350,1360,450,G.50
FV-40BU1R,FFV3740051S,E7450-0440,主電路板組合,4000,5010,4600,G.50
FV-40BE3W,FFV4010026S,E7450-0450,奈米水離子電路板,1200,2210,1450,G.50
FV-40BE3W,FFV4010027S,E7450-0460,奈米水離子發生器,900,1910,1100,G.50
FV-40BE3W,FFV4700099S,E7450-0470,能源電路板組合,4750,5760,5450,G.50
FV-40BE3W,FFV4700100S,E7450-0480,遙控接收電路板組合,1100,2260,1300,H.60
FV-30BU2W,FFV3402204S,E7450-0490,遙控接收器PCB,600,1760,750,H.60
FV-40BU1W,FFV3402215S,E7450-0500,遙控接收電路板組合,900,2060,1100,H.60
FV-40BU1W,FFV3740052S,E7450-0510,電路板組合,3500,4510,4000,G.50
FV-40BUY1R,FFV3740053S,E7450-0520,電路板組合,3960,4970,4550,G.50
FV-40BD2W,FFV3402219S,E7450-0530,遙控接收電路板組合,1200,2360,1450,H.60
FV-40BD2W,FFV4700091S,E7450-0540,電路板組合,4200,5210,4850,G.50
FV-40BUY1W,FFV3740054S,E7450-0550,電路板組合,4010,5020,4600,G.50
FY-50ZY1W,ERV50ZY1C001,E7450-0560,電路板(主控板),5500,7080,6350,K.90
FY-25ZY1W,ERV15ZY1W003,E7450-0570,RS485模組,2100,2690,2500,C.20
FY-65ZY1W,ERV1KZY1C001,E7450-0580,電路板（主控板）,5100,6680,5900,K.90
FY-35ZY1W,30KBD1334,E7450-0590,外掛程式(跳線端子),50,640,90,C.20
FV-30BY1WW,FFV3740069S,E7450-0600,主控制電路板,2300,3030,2750,E.30
FV-30BU1W,FFV3402238S,E7450-0610,遙控接收器PCB,600,1760,750,H.60
FV-30BU2W,FFV3402246S,E7450-0620,遙控接收PCB組(含引線 電路板盒),800,1960,1000,H.60
FV-15CSD1R,FFE15002101S,E7450-0630,電路板組合,1500,2370,1500,F.40
FV-40BE4W,FFV4700124S,E7450-0640,電路板組合,2900,3910,3300,G.50
FV-40BEN4W,FFV4010031S,E7450-0650,奈米水離子發生器,700,1710,850,G.50
FV-40BEN4W,FFV4010033S,E7450-0660,奈米水離子電路板,800,1810,1000,G.50
FV-40BEN4W,FFV4700123S,E7450-0670,電路板組合,2900,3910,3300,G.50
FV-30BD1W,FFV3740091S,E7450-0680,控制電路板,2000,3010,2400,G.50
FV-30BDY1W,FFV4690050S,E7450-0690,電源電路板,2500,3510,3000,G.50
FV-30BD1W,FFV4700137S,E7450-0700,遙控接收電路板組合,350,1510,450,H.60
FV-30BDY1R,FFV4690049S,E7450-0710,電源電路板,2500,3510,3000,G.50
FV-30BDY1R,FFV3740093S,E7450-0720,控制電路板,2000,3010,2400,G.50
FV-40BF1R,FFV4690007S,E7451-0010,PCB座,120,1130,200,G.50
FV-40BF2W,FFV5540010S,E7451-0020,控制器底盒,150,1160,250,G.50
FV-40BE1W,FFV4700023S,E7451-0030,電路板盒,200,1210,300,G.50
FV-40BF3W,FFV4690011S,E7451-0040,電路板蓋,600,1610,750,G.50
FV-30BU1W,FFV4690016S,E7451-0050,電路板蓋,300,1310,400,G.50
FV-40BF3W,FFV4700035S,E7451-0060,遙控接收器盒,90,1100,150,G.50
FV-40BF2W,FFV5540009S,E7451-0070,控制器盒座,120,1130,200,G.50
FV-27BG1W,FFV0970016S,E7451-0080,馬達蓋,250,1260,350,G.50
FV-27BG1W,FFV4690021S,E7451-0090,電氣底座,90,1100,150,G.50
FY-15LD2TL,15LD2T500,E7451-0100,配線座,2100,3680,2400,K.90
FY-25LD2TL,25LD2T500,E7451-0110,配線座,2200,3780,2500,K.90
FY-35LD2TL,35LD2T500,E7451-0120,配線座,2200,3780,2500,K.90
FV-47UD1W,FFV4620100S,E7451-0130,電路板盒,500,2080,650,K.90
FV-24JR2W,FFV3740025S,E7451-0140,接線盒,250,1120,350,F.40
FY-E15PMAW,ERVDZ1AW0005,E7451-0150,電裝盒(配線盒),3100,4680,3550,K.90
FY-E35DZ1AW,ERVDZ1AW0006,E7451-0160,電裝盒(配線盒),3300,4880,3800,K.90
FY-E50DZ1AW,ERVDZ1AW0007,E7451-0170,電裝盒(配線盒),3300,4880,3800,K.90
FY-E35PMAW,ERVPMAW0002,E7451-0180,電裝盒(配線盒),3100,4680,3550,K.90
FV-40BF2W,FFV4690012S,E7451-0190,電路板底座,200,1210,300,G.50
FV-40BEN4W,FFV4690037S,E7451-0200,電路板蓋,800,1810,1000,G.50
FV-40BEN4W,FFV4690038S,E7451-0210,電路板底座,500,1800,650,I.70
FV-40BD2W,FFV4690035S,E7451-0220,電路板蓋,600,1610,750,G.50
FV-40BD2W,FFV4690036S,E7451-0230,電路板底座,400,1700,500,I.70
FV-40BUY1W,FFV4690033S,E7451-0240,電路板盒蓋,300,1310,400,G.50
FV-40BUY1W,FFV4690034S,E7451-0250,電路板盒,500,1510,650,G.50
FV-30BE1R,FFV4690022S,E7451-0260,電路板盒,200,1210,300,G.50
FV-30BY1WW,FFV4690043S,E7451-0270,電路板蓋,250,840,350,C.20
FV-30BU2R,FFV3402205S,E7451-0280,遙控接收電路板盒,90,1100,150,G.50
FY-80ZY1W,CZ-T012,E7451-0290,"APP模組, 屬商品",1020,1860,1200,D.25
FY-15ZY1W,ERV15ZY1W004,E7451-0300,電路板蓋,500,1170,650,B.15
FV-15CSD1R,FFE15311901S,E7451-0310,電源盒,120,1070,200,F.40
FV-40BE4W,FFV4700126S,E7451-0320,遙控接收電路板組合,800,1530,1000,E.30
FV-40BEN4W,FFV4700125S,E7451-0330,遙控接收電路板組合,800,1530,1000,E.30
FV-30BDY1W,FFV4690051S,E7451-0340,電路板盒,200,1500,300,I.70
FV-40BF2W,FFV0730019S,E7460-0010,引線組合(6M),600,1610,750,G.50
FV-40BF1R,FFV1300017S,E7460-0020,接地線A,30,620,50,C.20
FV-40BF2W,FFV1300016S,E7460-0030,接地線B,30,620,50,C.20
FV-40BF1W,FFV4620037S,E7460-0040,電源引線B,50,1060,90,G.50
FV-40BF1W,FFV4620038S,E7460-0050,電源引線A,50,1060,90,G.50
,FFV0730030S,E7460-0060,引線組合(10M),1000,2010,1200,G.50
FV-24CU7W,FFV4620056S,E7460-0070,電源線,200,930,300,E.30
FV-24JR1W,FFV4620065S,E7460-0080,電源線,200,930,300,E.30
FV-24JR1R,FFV4620067S,E7460-0090,電源線,200,930,300,E.30
FV-24JA1W,FFV4620068S,E7460-0100,電源線,200,930,300,E.30
FV-24JA1R,FFV4620070S,E7460-0110,電源線,200,930,300,E.30
FV-47CZ1R,FFV1300019S,E7460-0120,接地線,30,620,50,C.20
FV-47CZ1R,FFV3402133S,E7460-0130,引線,30,1610,50,K.90
FV-30BU1W,FFV3402125S,E7460-0140,遙控接收器引線,200,1210,300,G.50
FV-30BU2W,FFV3402126S,E7460-0150,步進馬達引線,90,1100,150,G.50
FV-40BF3W,FFV4700034S,E7460-0160,遙控接收器引線,200,1210,300,G.50
FV-40BF1W,FFV5850005S,E7460-0170,熱導線,90,1100,150,G.50
FV-25AUF1W,FFV2511150T,E7460-0180,電源線,90,820,150,E.30
FV-27BG1R,FFV5850028S,E7460-0190,溫控器引線(黑色),90,1100,150,G.50
FV-27BG1W,FFV5850030S,E7460-0200,溫控器引線(黑色),90,1100,150,G.50
FV-30BE1W,FFV3402141S,E7460-0210,遙控接收器引線,200,1210,300,G.50
FV-30BE1W,FFV3402140S,E7460-0220,步進馬達排線(風廉),120,1130,200,G.50
FV-40BF2W,FFV1300025S,E7460-0230,引線(熱導線),90,1100,150,G.50
FV-47UD1W,FFV4620097S,E7460-0240,電源引線組合,900,2480,1100,K.90
FV-47UD1W,FFV2220072S,E7460-0250,引線(熱導線),1200,2780,1450,K.90
FV-47UD1W,FFV4620094S,E7460-0260,電動馬達引線,700,2280,850,K.90
FV-47UD1W,FFV4620095S,E7460-0270,接收電路板引線,600,2180,750,K.90
FV-47UD1W,FFV3710052S,E7460-0280,加濕馬達引線,400,1980,500,K.90
FV-47UD1W,FFV4620096S,E7460-0290,控制盒引線,350,1930,450,K.90
FV-47UD1W,FFV2220070S,E7460-0300,接收電路板引線,600,2180,750,K.90
FV-40BE2W,FFV3402154S,E7460-0310,遙控接收PCB引線,500,1510,650,G.50
FV-40BE2W,FFV3402155S,E7460-0320,接收電路板引線,200,1210,300,G.50
FV-40BE2W,FFV1300029S,E7460-0330,地線B,50,640,90,C.20
FV-40BE2W,FFV4620104S,E7460-0340,電源引線A,150,1160,250,G.50
FV-40BE2W,FFV4620105S,E7460-0350,電源引線B,150,1160,250,G.50
FV-24JA2W,FFV4620107S,E7460-0360,電源線,250,980,350,E.30
FV-24JR2W,FFV3700324S,E7460-0370,馬達引線,200,930,300,E.30
FV-24JR2W,FFV1300008S,E7460-0380,接地線,30,620,50,C.20
FV-30BU2W,FFV3402182S,E7460-0390,遙控接收PCB引線,150,1160,250,G.50
FV-30BU2W,FFV4700053S,E7460-0400,電源引線B,90,1100,150,G.50
FV-30BU2W,FFV4700054S,E7460-0410,電源引線A,90,1100,150,G.50
FV-40BD1W,FFV4620061S,E7460-0420,電源引線,150,1160,250,G.50
FV-40BE3W,FFV3402222S,E7460-0430,電動馬達引線,200,1210,300,G.50
FV-40BEN4W,FFV4700084S,E7460-0440,電源引線A,90,1100,150,G.50
FV-40BEN4W,FFV1300028S,E7460-0450,地線A,30,1040,50,G.50
FV-40BEN4W,FFV4700085S,E7460-0460,電源引線B,90,1100,150,G.50
FV-40BUY1W,FFV1300038S,E7460-0470,地線,50,1060,90,G.50
FV-30BU2W,FFV3402203S,E7460-0480,遙控接收板引線(改E7450-0620),150,1160,250,G.50
FY-1HZY1W,ERV80ZY1C012,E7460-0490,連接線,120,640,200,B.15
FV-30BY1WW,FFV4620141S,E7460-0500,電源引線組合,200,930,300,E.30
FV-30BDY1W,FFV1310008S,E7460-0510,地線板,20,610,40,C.20
FV-30BDY1W,FFV4690048S,E7460-0520,電路板連接引線,50,1060,90,G.50
FV-30BDY1R,FFV5580033S,E7460-0530,連接線引線,90,1100,150,G.50
FY-15ZY1W,FFV3740072S,E7460-0540,電路板至馬達轉接線,300,890,400,C.20
FV-40BEN4W,FFV0740009S,E7461-0010,線夾,30,620,50,C.20
FV-40BF2W,FFV1300023S,E7461-0020,電源引線B,50,640,90,C.20
FV-40BF3W,FFV1300024S,E7461-0030,電源引線A,90,680,150,C.20
FV-40BD1R,FFV1300022S,E7461-0040,接地引線A,30,620,50,C.20
FV-24CU8W,FFV4620121S,E7461-0050,電源引線,200,930,300,E.30
FV-30BU3R,FFV1300037S,E7461-0060,接地線,50,640,90,C.20
FV-30BU3R,FFV4620122S,E7461-0070,電源引線A,120,710,200,C.20
FV-30BU3R,FFV4620123S,E7461-0080,電源引線B,120,710,200,C.20
FV-30BU3R,FFV5850032S,E7461-0090,熱敏電組引線組合,200,1210,300,G.50
FV-40BUY1W,FFV0730039S,E7461-0100,控制線(10M),600,1190,750,C.20
FV-30BUY3W,FFV5580024S,E7461-0110,控制引線,90,680,150,C.20
FV-40BE1R,FFV3402120S,E7461-0120,遙控接收器引線,200,1210,300,G.50
FV-40BUY1W,FFV5580028S,E7461-0130,控制引線,250,1260,350,G.50
FV-40BUY1W,FFV4620131S,E7461-0140,電源引線B,90,1100,150,G.50
FV-40BUY1W,FFV4620132S,E7461-0150,電源引線A,90,1100,150,G.50
FV-40BE3W,FFV4010025S,E7461-0160,奈米水離子引線,120,1130,200,G.50
FV-40BE3W,FFV4740001S,E7461-0170,感應引線B,120,1130,200,G.50
FV-40BEN4W,FFV4740002S,E7461-0180,感應引線A,120,1130,200,G.50
FV-40BE3W,FFV6740002S,E7461-0190,濕度感應器引線,200,1210,300,G.50
FV-40BE3W,FFV2270001S,E7461-0200,放電極引線B,200,1210,300,G.50
FV-40BEN4W,FFV2270002S,E7461-0210,放電極引線A,200,1210,300,G.50
FY-25ZY1W,ERV15ZY1W002,E7461-0220,控制線(20米),1770,2360,2100,C.20
FY-25ZY1W,ERV15ZDP1C15,E7461-0230,RS485設備連接線,200,790,300,C.20
FV-30BE1R,FFV1300026S,E7461-0240,電源引線A,90,1100,150,G.50
FV-30BE1R,FFV4620074S,E7461-0250,電源引線B,90,1100,150,G.50
FV-15CSD1R,FFE11202001S,E7461-0260,放電極引線,120,990,200,F.40
FV-15CSD1R,FFE11261901S,E7461-0270,電源引線,50,920,90,F.40
FV-15CSD1R,FFE12202001S,E7461-0280,地線,50,920,90,F.40
FV-40BE4W,FFV3402243S,E7461-0290,電動馬達引線,250,1260,350,G.50
FV-40BE4W,FFV6740003S,E7461-0300,濕度感應器引線,250,1260,350,G.50
FV-40BEN4W,FFV4010034S,E7461-0310,奈米水離子引線,90,1100,150,G.50
FV-30BDY1R,FFV0730040S,E7461-0320,控制線,300,1310,400,G.50
FV-47CZ1R,FFV1340002S,E7501-0010,全熱交換芯體,2300,3880,2600,K.90
FY-25LD2TL,25LD2T800,E7501-0020,全熱交換芯體,2100,3680,2400,K.90
FY-25LD2TL,25LD2T700,E7501-0030,全熱交換芯體,2400,3980,2750,K.90
FY-35LD2TL,35LD2T700,E7501-0060,全熱交換芯體(圖14),2900,4480,3300,K.90
FY-35LD2TL,35LD2T800,E7501-0070,全熱交換芯體(圖15),2500,4080,2900,K.90
FY-E50DZ1AW,ERVDZ1A0022,E7501-0080,全熱交換芯體(圖7),5100,6680,5900,K.90
FY-E50DZ1AW,ERVDZ1A0023,E7501-0090,全熱交換芯體(圖7),5400,6980,6200,K.90
FY-E35DZ1AW,ERVDZ1A0024,E7501-0100,全熱交換芯體(圖7),7600,9180,8750,K.90
FY-800ZDY3W,ERVZDY3NH0014,E7501-0110,全熱交換芯體,9800,11380,10500,K.90
FY-15ZY1W,ERV15ZY1C003,E7501-0120,全熱交換芯體,4140,5010,4750,F.40
FY-25ZY1W,ERV25ZY1C002,E7501-0130,全熱交換芯體,3550,4420,4250,F.40
FY-35ZY1W,ERV35ZY1C002,E7501-0140,全熱交換芯體,4250,5120,4900,F.40
FY-50ZY1W,ERV50ZY1C002,E7501-0150,全熱交換芯體,4850,5720,5550,F.40
FY-65ZY1W,ERV65ZY1C002,E7501-0160,全熱交換芯體,6000,6870,6400,F.40
FY-2KZY1W,ERV1KZY1C002,E7501-0170,全熱交換芯體,8600,9470,9000,F.40
FY-1HZY1W,ERV80ZY1C002,E7501-0180,全熱交換芯體,7100,7970,7500,F.40
FV-40BF1R,FFV3400056S,E7510-0010,百葉底座,600,1610,750,G.50
FV-40BD1R,FFV4300092S,E7510-0020,外罩(面板),600,1190,750,C.20
FV-47UD1W,FFV3420061S,E7510-0030,面板底座,1400,2410,1700,G.50
FV-40BE2W,FFV3402150S,E7510-0040,面板底座,1000,2010,1200,G.50
FV-24JR2W,FFV4300148S,E7510-0050,面罩,90,680,150,C.20
FV-17CU8W,FFV4300153S,E7510-0060,面罩,50,500,90,A.10
FV-24CU8W,FFV4300154S,E7510-0070,面罩,90,540,150,A.10
FV-40BE2W,FFV2200020S,E7510-0080,加熱器板,400,1410,500,G.50
FV-40BE1W,FFV3402118S,E7510-0090,面板底座,500,1510,650,G.50
FV-30BY1WW,FFV4300163S,E7510-0100,面罩,90,680,150,C.20
F-15ZY1W,ERV15ZY1C012,E7510-0110,防逆流風罩(圖11),50,640,90,C.20
FV-15CSD1R,FFE19012001S,E7510-0120,面罩,90,960,150,F.40
FV-17CU6W-T,FFV0790001H,E7511-0010,風筒,450,1320,600,F.40
FV-47UD1W,FFV4620090S,E7520-0010,入水管,1300,2880,1550,K.90
FV-40BF1W,FFV1610017S,E7530-0010,濾網,500,1090,650,C.20
FV-40BF1R,FFV1610024S,E7530-0020,濾網白,500,1090,650,C.20
FV-40BD1W,FFV3800001S,E7530-0030,濾網(鐵網),400,990,500,C.20
FV-40BF1R,FFV1610037S,E7530-0040,濾網金色,450,1040,600,C.20
